campaign_member_id,person_record_id,entity_type,campaign_id,campaign_name,campaign_type,member_status,is_responded,response_date,is_automated,is_active,scoring_person_id
CM000048,L00479,Lead,CAM0009,Webinar Campaign 009,Webinar,No Show,True,2024-07-31,False,True,L00479
CM000049,L00207,Lead,CAM0060,Event Campaign 060,Event,Registered,True,2026-05-05,False,True,L00207
CM000050,C00183,Contact,CAM0041,Email Campaign 041,Email,Sent,False,2025-05-01,True,True,C00183
CM000051,C00183,Contact,CAM0020,Event Campaign 020,Event,Attended,True,2023-12-22,False,True,C00183
CM000052,C00183,Contact,CAM0021,Advertisement Campaign 021,Advertisement,Sent,False,2023-09-07,True,False,C00183
CM000053,C00183,Contact,CAM0001,Email Campaign 001,Email,Sent,False,2024-10-03,True,True,C00183
CM000054,C00183,Contact,CAM0060,Event Campaign 060,Event,Sent,False,2026-04-21,True,True,C00183
CM000055,C00183,Contact,CAM0026,Telemarketing Campaign 026,Telemarketing,Sent,False,2024-01-01,True,True,C00183
CM000056,C00183,Contact,CAM0048,Event Campaign 048,Event,Sent,False,2025-08-10,True,True,C00183
CM000057,C00189,Contact,CAM0056,Webinar Campaign 056,Webinar,Attended,True,2026-04-16,False,True,C00189
CM000058,C00062,Contact,CAM0027,Advertisement Campaign 027,Advertisement,Sent,False,2024-03-24,False,False,C00062
CM000059,C00062,Contact,CAM0051,Webinar Campaign 051,Webinar,Registered,True,2025-03-23,False,True,C00062
CM000060,C00062,Contact,CAM0008,Email Campaign 008,Email,Responded,True,2023-04-23,False,True,C00062
CM000061,L00456,Lead,CAM0060,Event Campaign 060,Event,No Show,True,2026-05-09,False,True,L00456
CM000062,L00456,Lead,CAM0060,Event Campaign 060,Event,Attended,True,2026-05-10,False,True,L00456
CM000063,L00330,Lead,CAM0011,Webinar Campaign 011,Webinar,Sent,False,2024-01-18,True,True,C00296
CM000064,L00330,Lead,CAM0021,Advertisement Campaign 021,Advertisement,Sent,False,2023-08-16,True,True,C00296
CM000065,L00330,Lead,CAM0016,Content Syndication Campaign 016,Content Syndication,Sent,False,2023-09-07,True,True,C00296
CM000066,L00330,Lead,CAM0033,Advertisement Campaign 033,Advertisement,Sent,False,2023-04-06,True,True,C00296
CM000067,L00330,Lead,CAM0005,Telemarketing Campaign 005,Telemarketing,Sent,False,2024-08-19,True,True,C00296
CM000068,L00330,Lead,CAM0049,Webinar Campaign 049,Webinar,Sent,False,2025-10-22,True,True,C00296
CM000069,L00330,Lead,CAM0054,Email Campaign 054,Email,Sent,False,2026-01-09,True,True,C00296
CM000070,L00330,Lead,CAM0045,Email Campaign 045,Email,Sent,False,2025-04-25,True,True,C00296
CM000071,L00330,Lead,CAM0012,Telemarketing Campaign 012,Telemarketing,Sent,False,2023-10-21,True,True,C00296
CM000072,L00330,Lead,CAM0018,Content Syndication Campaign 018,Content Syndication,Sent,False,2024-07-06,True,True,C00296
CM000073,L00330,Lead,CAM0014,Content Syndication Campaign 014,Content Syndication,Sent,False,2024-11-10,True,True,C00296
CM000074,L00330,Lead,CAM0037,Email Campaign 037,Email,Clicked,True,2024-03-12,False,True,C00296
CM000075,L00330,Lead,CAM0054,Email Campaign 054,Email,Sent,False,2025-12-30,True,True,C00296
CM000076,L00330,Lead,CAM0053,Email Campaign 053,Email,Sent,False,2025-06-05,True,True,C00296
CM000077,L00330,Lead,CAM0058,Webinar Campaign 058,Webinar,Registered,True,2026-05-21,False,True,C00296
CM000078,C00249,Contact,CAM0060,Event Campaign 060,Event,Registered,True,2026-04-23,False,True,C00249
CM000079,C00249,Contact,CAM0015,Advertisement Campaign 015,Advertisement,Sent,False,2024-05-13,False,True,C00249
CM000080,C00249,Contact,CAM0042,Advertisement Campaign 042,Advertisement,Clicked,True,2025-12-02,False,True,C00249
CM000081,L00552,Lead,CAM0007,Advertisement Campaign 007,Advertisement,Sent,False,2023-12-02,True,True,L00552
CM000082,L00552,Lead,CAM0012,Telemarketing Campaign 012,Telemarketing,Sent,False,2023-11-09,True,True,L00552
CM000083,L00552,Lead,CAM0021,Advertisement Campaign 021,Advertisement,Sent,False,2023-09-01,True,True,L00552
CM000084,L00552,Lead,CAM0010,Content Syndication Campaign 010,Content Syndication,Sent,False,2024-04-15,True,True,L00552
CM000085,L00552,Lead,CAM0036,Advertisement Campaign 036,Advertisement,Sent,False,2024-10-07,False,True,L00552
CM000086,L00552,Lead,CAM0050,Webinar Campaign 050,Webinar,Sent,False,2025-09-02,True,True,L00552
CM000087,L00552,Lead,CAM0032,Webinar Campaign 032,Webinar,Sent,False,2023-05-10,True,True,L00552
CM000088,L00542,Lead,CAM0058,Webinar Campaign 058,Webinar,Registered,True,2026-05-16,False,True,L00542
CM000089,L00542,Lead,CAM0017,Content Syndication Campaign 017,Content Syndication,Clicked,True,2023-11-19,False,True,L00542
CM000090,L00542,Lead,CAM0042,Advertisement Campaign 042,Advertisement,Sent,False,2025-12-21,False,True,L00542
CM000091,L00118,Lead,CAM0016,Content Syndication Campaign 016,Content Syndication,Sent,False,2023-08-27,True,True,L00118
CM000092,L00118,Lead,CAM0005,Telemarketing Campaign 005,Telemarketing,Sent,False,2024-08-06,True,True,L00118
CM000093,L00118,Lead,CAM0038,Email Campaign 038,Email,Sent,False,2023-02-04,True,True,L00118
CM000094,L00118,Lead,CAM0005,Telemarketing Campaign 005,Telemarketing,Clicked,True,2024-08-15,False,True,L00118
CM000095,L00118,Lead,CAM0046,Webinar Campaign 046,Webinar,Registered,True,2026-01-17,False,True,L00118
CM000096,L00118,Lead,CAM0051,Webinar Campaign 051,Webinar,Sent,False,2025-03-19,True,True,L00118
CM000097,L00118,Lead,CAM0044,Event Campaign 044,Event,Sent,False,2025-10-04,True,True,L00118
CM000098,L00118,Lead,CAM0015,Advertisement Campaign 015,Advertisement,Sent,False,2024-05-11,True,True,L00118
CM000099,L00118,Lead,CAM0057,Event Campaign 057,Event,Sent,False,2026-05-11,True,True,L00118
CM000100,L00118,Lead,CAM0006,Telemarketing Campaign 006,Telemarketing,Sent,False,2023-04-22,True,True,L00118
CM000101,L00118,Lead,CAM0007,Advertisement Campaign 007,Advertisement,Sent,False,2023-11-15,False,True,L00118
CM000102,L00118,Lead,CAM0019,Webinar Campaign 019,Webinar,Attended,True,2024-06-09,False,True,L00118
CM000103,L00118,Lead,CAM0033,Advertisement Campaign 033,Advertisement,Sent,False,2023-03-22,True,False,L00118
CM000104,L00118,Lead,CAM0043,Webinar Campaign 043,Webinar,Sent,False,2025-10-13,True,True,L00118
CM000105,L00118,Lead,CAM0018,Content Syndication Campaign 018,Content Syndication,Sent,False,2024-07-02,True,True,L00118
CM000106,L00118,Lead,CAM0055,Advertisement Campaign 055,Advertisement,Sent,False,2025-09-28,True,True,L00118
CM000107,L00118,Lead,CAM0050,Webinar Campaign 050,Webinar,Sent,False,2025-09-01,True,True,L00118
CM000108,L00229,Lead,CAM0059,Content Syndication Campaign 059,Content Syndication,Responded,True,2026-05-04,False,True,C00232
CM000109,L00229,Lead,CAM0024,Advertisement Campaign 024,Advertisement,Sent,False,2024-04-01,False,True,C00232
CM000110,L00229,Lead,CAM0010,Content Syndication Campaign 010,Content Syndication,Clicked,True,2024-04-27,False,True,C00232
CM000111,L00383,Lead,CAM0041,Email Campaign 041,Email,Clicked,True,2025-05-03,False,True,C00317
CM000112,L00383,Lead,CAM0045,Email Campaign 045,Email,Sent,False,2025-05-11,True,True,C00317
CM000113,L00383,Lead,CAM0050,Webinar Campaign 050,Webinar,Attended,True,2025-09-11,False,True,C00317
CM000114,C00141,Contact,CAM0028,Telemarketing Campaign 028,Telemarketing,Responded,True,2024-12-13,False,True,C00141
CM000115,C00141,Contact,CAM0033,Advertisement Campaign 033,Advertisement,Sent,False,2023-03-17,False,False,C00141
CM000116,C00141,Contact,CAM0059,Content Syndication Campaign 059,Content Syndication,Responded,True,2026-04-25,False,True,C00141
CM000117,C00264,Contact,CAM0009,Webinar Campaign 009,Webinar,No Show,True,2024-08-13,False,True,C00264
CM000118,C00395,Contact,CAM0059,Content Syndication Campaign 059,Content Syndication,Responded,True,2026-04-25,False,True,C00395
CM000119,C00395,Contact,CAM0033,Advertisement Campaign 033,Advertisement,Clicked,True,2023-04-01,False,True,C00395
CM000120,C00395,Contact,CAM0018,Content Syndication Campaign 018,Content Syndication,Sent,False,2024-07-08,False,True,C00395
CM000121,L00462,Lead,CAM0005,Telemarketing Campaign 005,Telemarketing,Sent,False,2024-08-17,True,True,L00462
CM000122,L00462,Lead,CAM0041,Email Campaign 041,Email,Sent,False,2025-05-05,True,True,L00462
CM000123,L00462,Lead,CAM0039,Advertisement Campaign 039,Advertisement,Sent,False,2025-01-10,True,False,L00462
CM000124,L00462,Lead,CAM0053,Email Campaign 053,Email,Sent,False,2025-06-08,True,True,L00462
CM000125,L00462,Lead,CAM0056,Webinar Campaign 056,Webinar,Sent,False,2026-05-05,True,True,L00462
CM000126,L00462,Lead,CAM0036,Advertisement Campaign 036,Advertisement,Sent,False,2024-09-16,True,True,L00462
CM000127,L00462,Lead,CAM0053,Email Campaign 053,Email,Sent,False,2025-05-22,True,True,L00462
CM000128,L00462,Lead,CAM0009,Webinar Campaign 009,Webinar,Sent,False,2024-08-03,True,True,L00462
CM000129,L00462,Lead,CAM0037,Email Campaign 037,Email,Sent,False,2024-03-26,True,True,L00462
CM000130,L00462,Lead,CAM0035,Event Campaign 035,Event,Sent,False,2024-12-28,True,True,L00462
CM000131,L00462,Lead,CAM0011,Webinar Campaign 011,Webinar,Sent,False,2024-01-19,True,True,L00462
CM000132,L00462,Lead,CAM0033,Advertisement Campaign 033,Advertisement,Sent,False,2023-03-20,True,True,L00462
CM000133,L00462,Lead,CAM0041,Email Campaign 041,Email,Sent,False,2025-04-30,True,False,L00462
CM000134,L00492,Lead,CAM0059,Content Syndication Campaign 059,Content Syndication,Responded,True,2026-04-20,False,False,L00492
CM000135,L00492,Lead,CAM0002,Telemarketing Campaign 002,Telemarketing,Clicked,True,2023-02-28,False,True,L00492
CM000136,C00193,Contact,CAM0037,Email Campaign 037,Email,Sent,False,2024-03-25,True,True,C00193
CM000137,C00193,Contact,CAM0005,Telemarketing Campaign 005,Telemarketing,Responded,True,2024-09-02,False,True,C00193
CM000138,L00340,Lead,CAM0034,Webinar Campaign 034,Webinar,Sent,False,2024-05-26,True,True,L00340
CM000139,L00340,Lead,CAM0012,Telemarketing Campaign 012,Telemarketing,Sent,False,2023-10-23,True,True,L00340
CM000140,L00340,Lead,CAM0057,Event Campaign 057,Event,Sent,False,2026-05-14,True,True,L00340
CM000141,L00340,Lead,CAM0003,Event Campaign 003,Event,Sent,False,2023-10-27,True,True,L00340
CM000142,L00340,Lead,CAM0025,Event Campaign 025,Event,Sent,False,2023-03-10,True,True,L00340
CM000143,L00340,Lead,CAM0008,Email Campaign 008,Email,Sent,False,2023-05-04,True,True,L00340
CM000144,L00340,Lead,CAM0002,Telemarketing Campaign 002,Telemarketing,Sent,False,2023-03-15,True,True,L00340
CM000145,L00340,Lead,CAM0060,Event Campaign 060,Event,Sent,False,2026-05-05,True,True,L00340
CM000146,L00340,Lead,CAM0006,Telemarketing Campaign 006,Telemarketing,Responded,True,2023-04-06,False,True,L00340
CM000147,L00340,Lead,CAM0055,Advertisement Campaign 055,Advertisement,Sent,False,2025-09-18,True,True,L00340
CM000148,L00597,Lead,CAM0007,Advertisement Campaign 007,Advertisement,Clicked,True,2023-11-22,False,True,C00010
CM000149,L00597,Lead,CAM0051,Webinar Campaign 051,Webinar,Registered,True,2025-03-18,False,True,C00010
CM000150,L00597,Lead,CAM0014,Content Syndication Campaign 014,Content Syndication,Sent,False,2024-11-23,False,True,C00010
CM000151,C00122,Contact,CAM0060,Event Campaign 060,Event,No Show,True,2026-05-10,False,True,C00122
CM000152,C00122,Contact,CAM0034,Webinar Campaign 034,Webinar,No Show,True,2024-05-17,False,True,C00122
CM000153,L00247,Lead,CAM0041,Email Campaign 041,Email,Responded,True,2025-04-26,False,True,C00207
CM000154,L00247,Lead,CAM0039,Advertisement Campaign 039,Advertisement,Sent,False,2025-01-03,True,True,C00207
CM000155,L00247,Lead,CAM0038,Email Campaign 038,Email,Sent,False,2023-02-10,True,True,C00207
CM000156,L00247,Lead,CAM0003,Event Campaign 003,Event,Attended,True,2023-10-20,False,True,C00207
CM000157,L00247,Lead,CAM0041,Email Campaign 041,Email,Sent,False,2025-05-09,True,True,C00207
CM000158,L00247,Lead,CAM0030,Event Campaign 030,Event,Attended,True,2023-10-03,False,True,C00207
CM000159,L00247,Lead,CAM0002,Telemarketing Campaign 002,Telemarketing,Sent,False,2023-02-20,True,True,C00207
CM000160,L00247,Lead,CAM0052,Advertisement Campaign 052,Advertisement,Sent,False,2025-05-13,True,True,C00207
CM000161,L00247,Lead,CAM0002,Telemarketing Campaign 002,Telemarketing,Sent,False,2023-02-27,True,False,C00207
CM000162,L00247,Lead,CAM0015,Advertisement Campaign 015,Advertisement,Sent,False,2024-04-29,True,True,C00207
CM000163,L00247,Lead,CAM0018,Content Syndication Campaign 018,Content Syndication,Sent,False,2024-07-11,True,True,C00207
CM000164,L00247,Lead,CAM0047,Advertisement Campaign 047,Advertisement,Sent,False,2025-06-29,True,True,C00207
CM000165,L00247,Lead,CAM0005,Telemarketing Campaign 005,Telemarketing,Clicked,True,2024-08-11,False,True,C00207
CM000166,L00247,Lead,CAM0024,Advertisement Campaign 024,Advertisement,Sent,False,2024-04-05,False,True,C00207
CM000167,L00296,Lead,CAM0050,Webinar Campaign 050,Webinar,Registered,True,2025-09-13,False,True,L00296
CM000168,L00296,Lead,CAM0034,Webinar Campaign 034,Webinar,Registered,True,2024-06-04,False,False,L00296
CM000169,L00296,Lead,CAM0008,Email Campaign 008,Email,Sent,False,2023-05-13,True,True,L00296
CM000170,L00380,Lead,CAM0059,Content Syndication Campaign 059,Content Syndication,Clicked,True,2026-04-23,False,True,C00316
CM000171,C00027,Contact,CAM0032,Webinar Campaign 032,Webinar,Registered,True,2023-05-25,False,True,C00027
CM000172,L00287,Lead,CAM0058,Webinar Campaign 058,Webinar,No Show,True,2026-05-21,False,True,L00287
CM000173,L00287,Lead,CAM0001,Email Campaign 001,Email,Responded,True,2024-10-18,False,True,L00287
CM000174,L00220,Lead,CAM0010,Content Syndication Campaign 010,Content Syndication,Sent,False,2024-04-18,True,True,L00220
CM000175,L00220,Lead,CAM0007,Advertisement Campaign 007,Advertisement,Sent,False,2023-12-12,True,True,L00220
CM000176,L00220,Lead,CAM0026,Telemarketing Campaign 026,Telemarketing,Sent,False,2023-12-13,True,True,L00220
CM000177,L00220,Lead,CAM0016,Content Syndication Campaign 016,Content Syndication,Sent,False,2023-08-29,True,True,L00220
CM000178,L00220,Lead,CAM0020,Event Campaign 020,Event,Sent,False,2023-12-24,True,True,L00220
CM000179,L00220,Lead,CAM0046,Webinar Campaign 046,Webinar,Registered,True,2026-01-27,False,True,L00220
CM000180,L00220,Lead,CAM0041,Email Campaign 041,Email,Sent,False,2025-05-13,True,True,L00220
CM000181,L00220,Lead,CAM0048,Event Campaign 048,Event,Attended,True,2025-07-19,False,True,L00220
CM000182,L00220,Lead,CAM0049,Webinar Campaign 049,Webinar,Sent,False,2025-10-08,True,True,L00220
CM000183,L00220,Lead,CAM0015,Advertisement Campaign 015,Advertisement,Sent,False,2024-04-23,True,True,L00220
CM000184,L00220,Lead,CAM0037,Email Campaign 037,Email,Sent,False,2024-03-08,True,True,L00220
CM000185,L00220,Lead,CAM0053,Email Campaign 053,Email,Sent,False,2025-05-27,True,True,L00220
CM000186,L00220,Lead,CAM0019,Webinar Campaign 019,Webinar,Attended,True,2024-06-26,False,True,L00220
CM000187,L00220,Lead,CAM0023,Webinar Campaign 023,Webinar,Sent,False,2024-05-20,True,True,L00220
CM000188,L00220,Lead,CAM0032,Webinar Campaign 032,Webinar,Sent,False,2023-05-27,True,True,L00220
CM000189,L00220,Lead,CAM0048,Event Campaign 048,Event,Registered,True,2025-07-23,False,True,L00220
CM000190,L00220,Lead,CAM0009,Webinar Campaign 009,Webinar,Sent,False,2024-08-25,True,False,L00220
CM000191,L00220,Lead,CAM0029,Webinar Campaign 029,Webinar,Sent,False,2024-01-26,True,True,L00220
CM000192,L00220,Lead,CAM0015,Advertisement Campaign 015,Advertisement,Sent,False,2024-05-12,True,True,L00220
CM000193,L00220,Lead,CAM0043,Webinar Campaign 043,Webinar,Sent,False,2025-10-09,True,True,L00220
CM000194,L00220,Lead,CAM0015,Advertisement Campaign 015,Advertisement,Sent,False,2024-05-07,True,True,L00220
CM000195,L00220,Lead,CAM0022,Event Campaign 022,Event,Sent,False,2024-04-28,True,True,L00220
CM000196,L00220,Lead,CAM0021,Advertisement Campaign 021,Advertisement,Sent,False,2023-08-27,True,True,L00220
CM000197,L00220,Lead,CAM0005,Telemarketing Campaign 005,Telemarketing,Sent,False,2024-08-29,True,True,L00220
CM000198,L00220,Lead,CAM0041,Email Campaign 041,Email,Sent,False,2025-04-22,True,True,L00220
CM000199,L00220,Lead,CAM0016,Content Syndication Campaign 016,Content Syndication,Clicked,True,2023-09-06,False,False,L00220
CM000200,L00220,Lead,CAM0030,Event Campaign 030,Event,Sent,False,2023-09-30,True,True,L00220
CM000201,L00220,Lead,CAM0042,Advertisement Campaign 042,Advertisement,Sent,False,2025-12-06,True,True,L00220
CM000202,L00220,Lead,CAM0048,Event Campaign 048,Event,Attended,True,2025-07-21,False,True,L00220
CM000203,L00220,Lead,CAM0056,Webinar Campaign 056,Webinar,Sent,False,2026-04-14,True,True,L00220
CM000204,L00220,Lead,CAM0008,Email Campaign 008,Email,Sent,False,2023-05-15,True,True,L00220
CM000205,L00220,Lead,CAM0038,Email Campaign 038,Email,Sent,False,2023-02-04,True,True,L00220
CM000206,L00220,Lead,CAM0020,Event Campaign 020,Event,Sent,False,2023-12-22,True,True,L00220
CM000207,L00220,Lead,CAM0047,Advertisement Campaign 047,Advertisement,Sent,False,2025-06-28,False,True,L00220
CM000208,L00220,Lead,CAM0024,Advertisement Campaign 024,Advertisement,Sent,False,2024-04-08,True,True,L00220
CM000209,L00220,Lead,CAM0001,Email Campaign 001,Email,Sent,False,2024-10-09,True,True,L00220
CM000210,L00220,Lead,CAM0052,Advertisement Campaign 052,Advertisement,Sent,False,2025-05-01,True,True,L00220
CM000211,L00220,Lead,CAM0046,Webinar Campaign 046,Webinar,Sent,False,2025-12-30,True,True,L00220
CM000212,L00220,Lead,CAM0020,Event Campaign 020,Event,Sent,False,2023-12-14,True,False,L00220
CM000213,L00220,Lead,CAM0051,Webinar Campaign 051,Webinar,Sent,False,2025-04-01,True,False,L00220
CM000214,L00220,Lead,CAM0025,Event Campaign 025,Event,Registered,True,2023-02-23,False,True,L00220
CM000215,L00154,Lead,CAM0041,Email Campaign 041,Email,Sent,False,2025-04-24,True,True,C00347
CM000216,L00154,Lead,CAM0009,Webinar Campaign 009,Webinar,Sent,False,2024-08-16,True,True,C00347
CM000217,L00154,Lead,CAM0015,Advertisement Campaign 015,Advertisement,Sent,False,2024-04-18,True,True,C00347
CM000218,L00154,Lead,CAM0050,Webinar Campaign 050,Webinar,Sent,False,2025-08-29,True,True,C00347
CM000219,L00154,Lead,CAM0041,Email Campaign 041,Email,Clicked,True,2025-05-15,False,True,C00347
CM000220,L00154,Lead,CAM0039,Advertisement Campaign 039,Advertisement,Sent,False,2025-01-03,True,True,C00347
CM000221,L00154,Lead,CAM0050,Webinar Campaign 050,Webinar,Registered,True,2025-09-18,False,True,C00347
CM000222,C00230,Contact,CAM0044,Event Campaign 044,Event,Registered,True,2025-10-13,False,True,C00230
CM000223,C00230,Contact,CAM0023,Webinar Campaign 023,Webinar,Attended,True,2024-05-01,False,True,C00230
CM000224,C00230,Contact,CAM0057,Event Campaign 057,Event,No Show,True,2026-05-21,False,False,C00230
CM000225,C00299,Contact,CAM0045,Email Campaign 045,Email,Sent,False,2025-04-16,True,False,C00299
CM000226,C00299,Contact,CAM0055,Advertisement Campaign 055,Advertisement,Sent,False,2025-10-10,True,True,C00299
CM000227,C00299,Contact,CAM0006,Telemarketing Campaign 006,Telemarketing,Sent,False,2023-04-12,True,True,C00299
CM000228,C00299,Contact,CAM0012,Telemarketing Campaign 012,Telemarketing,Sent,False,2023-10-30,True,True,C00299
CM000229,C00299,Contact,CAM0056,Webinar Campaign 056,Webinar,Sent,False,2026-05-03,True,True,C00299
CM000230,C00299,Contact,CAM0033,Advertisement Campaign 033,Advertisement,Sent,False,2023-03-24,True,True,C00299
CM000231,C00299,Contact,CAM0032,Webinar Campaign 032,Webinar,Sent,False,2023-05-22,True,False,C00299
CM000232,C00299,Contact,CAM0025,Event Campaign 025,Event,Registered,True,2023-03-24,False,True,C00299
CM000233,C00299,Contact,CAM0022,Event Campaign 022,Event,Registered,True,2024-05-05,False,True,C00299
CM000234,C00299,Contact,CAM0015,Advertisement Campaign 015,Advertisement,Sent,False,2024-05-04,False,True,C00299
CM000235,C00299,Contact,CAM0024,Advertisement Campaign 024,Advertisement,Sent,False,2024-03-25,False,True,C00299
CM000236,C00299,Contact,CAM0005,Telemarketing Campaign 005,Telemarketing,Sent,False,2024-08-18,True,True,C00299
CM000237,C00299,Contact,CAM0018,Content Syndication Campaign 018,Content Syndication,Sent,False,2024-07-11,True,True,C00299
CM000238,C00299,Contact,CAM0060,Event Campaign 060,Event,Sent,False,2026-04-21,True,True,C00299
CM000239,C00315,Contact,CAM0004,Advertisement Campaign 004,Advertisement,Sent,False,2023-12-10,True,True,C00315
CM000240,C00315,Contact,CAM0030,Event Campaign 030,Event,Sent,False,2023-09-18,True,True,C00315
CM000241,C00315,Contact,CAM0009,Webinar Campaign 009,Webinar,Sent,False,2024-08-04,True,True,C00315
CM000242,C00315,Contact,CAM0031,Email Campaign 031,Email,Sent,False,2024-03-09,True,True,C00315
CM000243,C00315,Contact,CAM0033,Advertisement Campaign 033,Advertisement,Sent,False,2023-04-02,True,True,C00315
CM000244,C00315,Contact,CAM0060,Event Campaign 060,Event,Sent,False,2026-04-27,True,True,C00315
CM000245,C00315,Contact,CAM0024,Advertisement Campaign 024,Advertisement,Sent,False,2024-04-09,True,True,C00315
CM000246,C00315,Contact,CAM0028,Telemarketing Campaign 028,Telemarketing,Clicked,True,2024-12-06,False,True,C00315
CM000247,C00315,Contact,CAM0031,Email Campaign 031,Email,Sent,False,2024-02-12,True,True,C00315
CM000248,C00315,Contact,CAM0008,Email Campaign 008,Email,Sent,False,2023-05-09,True,True,C00315
